player,team,YAR,DVOA,VOA,passes,yards,Eyds,TD,catch_rate,fum,year,catches,yds_per_catch,DYAR_per_catch,Eyds_per_catch,DYAR
J.Kerley,NYJ,-67,-0.212,-0.240,75,409,409,1,0.51,0,2014,38,10.7,-1.3,10.7,-51
P.Harvin,2TM,-65,-0.214,-0.231,78,483,426,1,0.65,1,2014,51,9.5,-1.1,8.4,-55
B.Gibson,MIA,-59,-0.273,-0.281,51,295,231,1,0.57,2,2014,29,10.1,-1.9,7.9,-56
C.Patterson,MIN,-46,-0.250,-0.214,67,384,329,1,0.49,0,2014,33,11.7,-1.9,10.0,-64
A.Johnson,HOU,-81,-0.198,-0.193,147,939,854,3,0.58,3,2014,85,11.0,-1.0,10.0,-86
C.Shorts,JAC,-187,-0.337,-0.342,110,557,437,1,0.48,1,2014,53,10.5,-3.5,8.3,-183
D.Thomas,DEN,465,0.265,0.297,142,1431,1529,14,0.65,1,2013,92,15.5,4.7,16.6,430
J.Nelson,GB,408,0.267,0.274,127,1314,1422,8,0.67,0,2013,85,15.4,4.7,16.7,402
A.Boldin,SF,409,0.258,0.280,129,1179,1388,7,0.66,0,2013,85,13.8,4.5,16.3,386
E.Decker,DEN,382,0.213,0.213,136,1288,1476,11,0.64,2,2013,87,14.8,4.4,17.0,381
A.Brown,PIT,346,0.150,0.138,167,1444,1596,8,0.66,0,2013,110,13.1,3.3,14.5,361
D.Jackson,PHI,374,0.237,0.253,125,1332,1331,9,0.66,1,2013,83,16.1,4.3,16.1,358
C.Johnson,DET,343,0.149,0.145,156,1492,1539,12,0.54,1,2013,84,17.7,4.1,18.3,347
K.Allen,SD,351,0.282,0.292,104,1053,1188,8,0.68,1,2013,71,14.9,4.9,16.8,343
J.Gordon,CLE,321,0.144,0.132,159,1646,1506,9,0.55,0,2013,87,18.8,3.8,17.2,336
B.Marshall,CHI,291,0.095,0.100,163,1295,1463,12,0.61,0,2013,99,13.0,2.9,14.7,284
M.Jones,CIN,269,0.324,0.307,80,712,916,10,0.64,0,2013,51,13.9,5.4,17.9,279
M.Colston,NO,283,0.195,0.203,110,943,1106,5,0.68,0,2013,75,12.6,3.7,14.8,276
D.Baldwin,SEA,269,0.333,0.324,73,778,891,5,0.68,0,2013,50,15.7,5.5,17.9,274
A.Jeffery,CHI,255,0.083,0.089,150,1421,1330,7,0.59,3,2013,89,16.1,2.8,15.0,248
E.Royal,SD,255,0.316,0.346,67,625,790,8,0.70,0,2013,47,13.3,5.1,16.8,238
J.Cotchery,PIT,214,0.262,0.227,76,607,840,10,0.61,0,2013,46,13.1,5.1,18.1,235
M.Floyd,ARI,229,0.129,0.139,112,1041,1027,5,0.58,0,2013,65,16.0,3.4,15.8,220
D.Bryant,DAL,242,0.037,0.058,160,1251,1386,13,0.58,3,2013,93,13.5,2.3,14.9,215
R.Cooper,PHI,214,0.206,0.210,84,835,832,8,0.56,0,2013,47,17.8,4.5,17.7,212
A.J.Green,CIN,185,0.019,0.004,178,1426,1462,11,0.55,1,2013,98,14.6,2.1,14.9,207
K.Stills,NO,218,0.401,0.432,51,644,622,5,0.65,0,2013,33,19.4,6.2,18.8,206
J.Edelman,NE,164,0.043,0.010,151,1056,1280,6,0.70,0,2013,106,10.0,1.9,12.1,204
R.Streater,OAK,203,0.136,0.135,100,888,932,4,0.61,1,2013,61,14.6,3.3,15.3,204
G.Tate,SEA,206,0.129,0.142,100,920,911,5,0.66,1,2013,66,13.9,3.0,13.8,196
W.Welker,DEN,209,0.093,0.110,111,778,1005,10,0.66,0,2013,73,10.6,2.6,13.7,194
H.Douglas,ATL,147,0.036,0.013,132,1067,1109,2,0.64,2,2013,84,12.6,2.0,13.1,171
D.Amendola,NE,116,0.123,0.051,83,633,773,2,0.65,0,2013,54,11.7,3.0,14.3,163
N.Washington,TEN,165,0.074,0.078,104,919,895,3,0.56,0,2013,58,15.8,2.8,15.4,162
T.Y.Hilton,IND,152,0.011,0.008,140,1089,1146,5,0.60,0,2013,84,13.0,1.8,13.6,155
L.Moore,NO,153,0.221,0.227,54,457,574,2,0.69,0,2013,37,12.3,4.0,15.4,150
A.Johnson,HOU,178,-0.023,-0.004,181,1407,1403,5,0.60,0,2013,109,13.0,1.4,12.9,150
J.Boykin,GB,138,0.093,0.081,83,681,758,3,0.59,0,2013,49,13.9,3.0,15.5,146
T.Smith,BAL,98,0.000,-0.037,137,1128,1098,4,0.47,1,2013,64,17.5,2.2,17.1,139
D.Hopkins,HOU,132,0.069,0.059,91,802,783,2,0.57,1,2013,52,15.5,2.7,15.1,139
V.Cruz,NYG,172,0.010,0.049,121,998,991,4,0.60,1,2013,73,13.7,1.8,13.7,133
L.Fitzgerald,ARI,152,-0.006,0.012,136,962,1085,10,0.62,1,2013,84,11.4,1.6,12.9,132
G.Jennings,MIN,112,0.026,0.008,105,804,869,4,0.65,0,2013,68,11.8,1.9,12.7,127
B.Hartline,MIA,135,-0.007,0.005,133,1016,1019,4,0.57,0,2013,76,13.4,1.6,13.4,123
V.Jackson,TB,138,-0.033,-0.020,161,1229,1236,7,0.49,1,2013,79,15.6,1.5,15.7,122
R.White,ATL,117,0.027,0.025,97,711,801,3,0.65,2,2013,63,11.3,1.9,12.7,118
Ma.Brown,BAL,106,0.049,0.032,83,524,716,7,0.59,0,2013,49,10.7,2.4,14.6,117
J.Jones,GB,114,0.021,0.026,93,817,771,3,0.63,2,2013,59,13.9,1.9,13.2,110
D.Moore,OAK,113,0.031,0.040,86,695,713,5,0.53,0,2013,46,15.2,2.3,15.6,107
R.Wayne,IND,115,0.086,0.110,59,508,550,2,0.66,0,2013,39,13.0,2.7,14.1,104
P.Garcon,WAS,132,-0.052,-0.032,181,1346,1290,5,0.62,1,2013,112,12.0,0.9,11.5,104
J.Kerley,NYJ,95,0.060,0.056,72,523,567,3,0.60,0,2013,43,12.1,2.2,13.1,97
K.Wright,TEN,96,-0.037,-0.036,140,1085,1002,2,0.67,2,2013,94,11.6,1.0,10.7,95
T.Williams,DAL,128,0.030,0.092,75,733,612,5,0.60,1,2013,45,16.3,2.0,13.6,92
A.Pettis,STL,85,0.051,0.040,63,399,546,4,0.60,0,2013,38,10.6,2.4,14.4,90
H.Nicks,NYG,121,-0.024,0.022,101,896,786,0,0.55,0,2013,56,16.1,1.5,14.1,83
S.Smith,CAR,80,-0.037,-0.029,110,745,781,4,0.58,0,2013,64,11.7,1.2,12.2,74
D.Bowe,KC,76,-0.044,-0.039,103,673,809,5,0.55,0,2013,57,11.9,1.3,14.3,71
R.Randle,NYG,87,-0.015,0.010,79,611,623,6,0.52,1,2013,41,14.9,1.7,15.2,71
D.Avery,KC,72,-0.008,-0.001,72,596,565,2,0.56,1,2013,40,14.8,1.7,14.0,68
D.Nelson,NYJ,49,0.024,-0.016,61,423,462,2,0.59,0,2013,36,11.8,1.9,12.8,67
T.Ginn,CAR,68,0.003,0.008,68,556,508,5,0.53,0,2013,36,15.4,1.8,14.1,65
J.Jones,ATL,71,0.004,0.027,60,580,466,2,0.68,2,2013,41,14.2,1.5,11.4,60
C.Beasley,DAL,74,0.015,0.051,54,370,427,2,0.72,1,2013,39,9.5,1.5,11.0,59
N.Burleson,DET,65,0.004,0.025,54,461,432,1,0.72,1,2013,39,11.9,1.4,11.1,56
V.Brown,SD,55,-0.041,-0.031,69,472,542,1,0.59,0,2013,41,11.6,1.2,13.3,49
L.Hankerson,WAS,72,-0.006,0.061,50,375,383,3,0.60,0,2013,30,12.5,1.5,12.8,46
A.Dobson,NE,41,-0.054,-0.062,72,519,583,4,0.51,1,2013,37,14.1,1.3,15.9,46
B.LaFell,CAR,50,-0.062,-0.052,85,620,617,5,0.58,1,2013,49,12.6,0.9,12.5,44
A.Holmes,OAK,46,-0.021,-0.011,52,431,384,1,0.48,0,2013,25,17.3,1.7,15.4,42
J.Jones,BAL,15,-0.070,-0.098,67,449,471,2,0.55,0,2013,37,12.2,0.8,12.8,30
S.Holmes,NYJ,8,-0.067,-0.108,59,456,404,1,0.39,0,2013,23,19.8,1.2,17.6,27
R.Matthews,MIA,43,-0.077,-0.047,67,448,476,2,0.61,0,2013,41,11.0,0.7,11.6,27
Mi.Brown,JAC,21,-0.066,-0.078,56,447,393,2,0.57,2,2013,32,14.0,0.8,12.3,27
E.Sanders,PIT,-1,-0.102,-0.128,113,740,753,6,0.60,1,2013,68,10.9,0.3,11.1,22
J.Simpson,MIN,-2,-0.101,-0.129,100,726,667,1,0.48,1,2013,48,15.1,0.4,13.9,20
M.Sanu,CIN,2,-0.100,-0.124,78,457,546,2,0.60,1,2013,47,9.8,0.4,11.7,17
R.Woods,BUF,-6,-0.120,-0.136,85,587,539,3,0.47,0,2013,40,14.7,0.1,13.5,5
C.Patterson,MIN,-3,-0.120,-0.131,77,469,511,4,0.58,0,2013,45,10.5,0.1,11.4,4
K.Thompkins,NE,8,-0.119,-0.113,70,466,454,4,0.46,0,2013,32,14.5,0.1,14.1,4
A.Roberts,ARI,-5,-0.153,-0.135,76,471,444,2,0.57,0,2013,43,10.9,-0.3,10.2,-15
D.McCluster,KC,-9,-0.160,-0.141,83,511,495,2,0.64,0,2013,53,9.6,-0.4,9.3,-22
M.Wallace,MIA,-37,-0.148,-0.160,141,930,857,5,0.52,0,2013,73,12.7,-0.3,11.7,-24
S.Johnson,BUF,-29,-0.155,-0.161,102,607,656,3,0.52,1,2013,53,11.4,-0.5,12.4,-24
C.Shorts,JAC,-32,-0.163,-0.159,125,777,749,3,0.53,0,2013,66,11.7,-0.5,11.3,-36
T.Austin,STL,-38,-0.194,-0.198,69,420,386,4,0.58,1,2013,40,10.5,-0.9,9.6,-36
K.Durham,DET,-54,-0.185,-0.207,85,490,488,2,0.45,1,2013,38,12.8,-1.0,12.8,-39
T.J.Graham,BUF,-58,-0.243,-0.250,57,366,301,2,0.40,1,2013,23,16.1,-2.4,13.2,-55
D.Heyward-Bey,IND,-77,-0.245,-0.271,64,309,341,1,0.45,0,2013,29,10.7,-2.2,11.8,-63
C.Givens,STL,-66,-0.228,-0.225,83,570,445,0,0.41,1,2013,34,16.7,-2.0,13.1,-68
J.Avant,PHI,-55,-0.245,-0.223,76,447,366,2,0.50,1,2013,38,11.8,-1.8,9.6,-68
S.Hill,NYJ,-81,-0.288,-0.303,59,342,264,1,0.41,1,2013,24,14.1,-3.1,10.9,-74
S.Moss,WAS,-74,-0.283,-0.245,79,449,363,2,0.54,1,2013,43,10.5,-2.3,8.5,-97
A.Sanders,JAC,-117,-0.280,-0.307,86,484,380,1,0.59,0,2013,51,9.5,-2.0,7.5,-99
D.Bess,CLE,-145,-0.323,-0.339,86,362,359,2,0.49,0,2013,42,8.6,-3.2,8.5,-135
G.Little,CLE,-197,-0.347,-0.380,99,465,380,2,0.41,0,2013,41,11.5,-4.2,9.4,-171
C.Johnson,DET,437,0.147,0.138,203,1964,2008,5,0.60,3,2012,122,16.1,3.7,16.5,451
A.Johnson,HOU,464,0.196,0.234,163,1598,1659,4,0.69,0,2012,112,14.2,3.7,14.8,415
D.Thomas,DEN,401,0.214,0.217,141,1430,1539,10,0.67,2,2012,94,15.1,4.2,16.3,399
E.Decker,DEN,401,0.272,0.276,123,1071,1397,13,0.69,0,2012,85,12.6,4.7,16.5,397
L.Moore,NO,344,0.313,0.286,104,1041,1217,6,0.63,0,2012,66,15.9,5.6,18.6,366
M.Crabtree,SF,336,0.219,0.211,127,1113,1318,9,0.68,0,2012,86,12.9,4.0,15.3,344
M.Colston,NO,339,0.198,0.199,130,1154,1346,10,0.64,4,2012,83,13.9,4.1,16.2,338
D.Bryant,DAL,352,0.183,0.198,138,1382,1379,12,0.67,2,2012,92,14.9,3.6,14.9,336
R.White,ATL,361,0.163,0.187,143,1351,1431,7,0.64,1,2012,92,14.8,3.6,15.6,334
M.Floyd,SD,303,0.360,0.328,84,814,1022,5,0.67,0,2012,56,14.5,5.8,18.2,324
J.Jones,ATL,320,0.160,0.179,129,1198,1293,10,0.61,0,2012,79,15.2,3.8,16.4,300
R.Cobb,GB,304,0.240,0.245,104,954,1107,8,0.77,0,2012,80,11.9,3.7,13.8,300
J.Jones,GB,295,0.225,0.236,98,784,1087,14,0.65,0,2012,64,12.3,4.5,17.1,287
S.Rice,SEA,252,0.297,0.267,82,751,920,7,0.62,0,2012,51,14.8,5.3,18.1,271
D.Alexander,SD,238,0.417,0.361,62,658,789,7,0.60,0,2012,37,17.7,7.1,21.2,265
V.Jackson,TB,288,0.105,0.126,147,1384,1317,8,0.49,0,2012,72,19.2,3.7,18.3,264
J.Nelson,GB,264,0.307,0.319,73,745,862,7,0.67,0,2012,49,15.2,5.3,17.6,257
W.Welker,NE,232,0.061,0.044,175,1354,1476,6,0.67,2,2012,117,11.5,2.2,12.6,254
G.Tate,SEA,249,0.317,0.315,70,702,828,7,0.69,0,2012,48,14.5,5.2,17.1,250
B.Stokley,DEN,223,0.374,0.351,59,544,725,5,0.76,0,2012,45,12.1,5.2,16.2,234
B.Gibson,STL,204,0.234,0.191,82,691,866,5,0.62,0,2012,51,13.6,4.6,17.0,232
A.J.Green,CIN,234,0.041,0.056,164,1350,1357,11,0.59,2,2012,97,14.0,2.2,14.0,215
B.Marshall,CHI,206,0.001,0.005,195,1506,1563,11,0.61,2,2012,119,12.7,1.7,13.1,198
D.Hixon,NYG,190,0.236,0.259,59,567,665,2,0.66,0,2012,39,14.6,4.6,17.1,179
S.Smith,CAR,162,0.040,0.025,138,1174,1133,4,0.53,0,2012,73,16.1,2.4,15.5,178
T.Y.Hilton,IND,169,0.108,0.124,90,861,784,7,0.56,0,2012,50,17.1,3.2,15.6,159
V.Cruz,NYG,167,0.013,0.022,143,1092,1144,10,0.60,0,2012,86,12.7,1.8,13.3,156
B.Lloyd,NE,123,0.018,-0.013,130,911,1108,4,0.57,0,2012,74,12.3,2.1,15.0,156
C.Shorts,JAC,164,0.053,0.071,105,979,897,7,0.52,1,2012,55,17.9,2.7,16.4,149
M.Austin,DAL,151,0.033,0.036,119,943,964,6,0.55,1,2012,65,14.4,2.3,14.7,148
A.Boldin,BAL,133,0.034,0.021,112,921,946,4,0.58,0,2012,65,14.2,2.2,14.6,145
B.Hartline,MIA,147,0.006,0.009,131,1083,1092,1,0.56,1,2012,73,14.8,1.9,14.9,143
E.Sanders,PIT,121,0.096,0.083,74,624,658,1,0.59,1,2012,44,14.3,2.9,15.1,128
P.Harvin,MIN,148,0.046,0.079,86,670,768,3,0.73,0,2012,63,10.7,2.0,12.2,124
S.Moss,WAS,127,0.117,0.131,63,575,576,8,0.67,2,2012,42,13.6,2.8,13.6,120
T.Smith,BAL,132,0.007,0.022,110,855,898,8,0.45,0,2012,50,17.3,2.4,18.1,118
M.Williams,TB,117,-0.014,-0.011,126,996,991,9,0.50,0,2012,63,15.8,1.8,15.7,114
P.Garcon,WAS,131,0.082,0.114,68,640,614,4,0.66,0,2012,45,14.3,2.5,13.7,114
J.Avant,PHI,119,0.068,0.079,77,635,635,0,0.70,0,2012,54,11.8,2.1,11.8,112
L.Hankerson,WAS,128,0.117,0.170,57,543,506,3,0.67,0,2012,38,14.2,2.7,13.2,105
R.Wayne,IND,118,-0.068,-0.052,196,1350,1427,5,0.55,1,2012,108,12.5,0.9,13.2,93
S.Johnson,BUF,74,-0.047,-0.063,148,1046,1070,6,0.53,1,2012,78,13.3,1.2,13.6,91
B.LaFell,CAR,105,0.028,0.054,76,677,606,4,0.58,1,2012,44,15.4,2.0,13.7,90
A.Brown,PIT,93,-0.018,-0.012,106,790,789,4,0.63,2,2012,67,11.8,1.3,11.8,88
K.Walter,HOU,92,0.024,0.042,68,518,565,2,0.60,0,2012,41,12.7,2.0,13.8,82
D.Bowe,KC,77,-0.041,-0.045,114,801,884,3,0.52,1,2012,59,13.5,1.3,14.9,80
R.Moss,SF,69,0.068,0.044,50,434,442,3,0.56,1,2012,28,15.5,2.8,15.8,78
C.Givens,STL,52,0.000,-0.041,80,698,608,3,0.53,0,2012,42,16.5,1.8,14.3,77
D.Bess,MIA,55,-0.037,-0.059,105,783,772,1,0.58,1,2012,61,12.9,1.2,12.7,73
K.Ogletree,DAL,78,0.046,0.060,55,436,447,4,0.58,0,2012,32,13.7,2.3,14.0,72
J.Gordon,CLE,79,-0.036,-0.019,95,797,698,5,0.53,1,2012,50,15.8,1.3,13.9,67
T.Young,DET,61,0.024,0.012,56,383,457,4,0.59,0,2012,33,11.6,2.0,13.8,66
N.Washington,TEN,70,-0.031,-0.024,90,748,653,4,0.51,1,2012,46,16.3,1.4,14.2,65
R.Streater,OAK,62,-0.018,-0.020,75,584,566,3,0.52,1,2012,39,15.0,1.6,14.5,63
J.Maclin,PHI,73,-0.064,-0.052,121,856,885,7,0.56,1,2012,68,12.6,0.9,13.1,61
H.Nicks,NYG,55,-0.058,-0.061,100,692,765,3,0.53,0,2012,53,13.1,1.1,14.4,57
A.Roberts,ARI,25,-0.065,-0.098,114,764,799,5,0.56,1,2012,64,12.0,0.9,12.5,55
J.Jones,BAL,51,0.004,-0.002,55,406,417,1,0.55,0,2012,30,13.4,1.8,13.8,54
E.Bennett,CHI,55,0.004,0.014,49,375,390,2,0.59,0,2012,29,13.0,1.8,13.5,51
D.Baldwin,SEA,38,0.000,-0.025,50,366,374,3,0.58,0,2012,29,12.6,1.6,12.9,47
D.Heyward-Bey,OAK,45,-0.053,-0.055,80,606,589,5,0.51,0,2012,41,14.9,1.2,14.4,47
M.Manningham,SF,50,-0.023,-0.014,57,451,430,1,0.74,2,2012,42,10.7,1.1,10.2,46
D.Amendola,STL,11,-0.076,-0.114,101,679,726,3,0.62,2,2012,63,10.8,0.7,11.6,41
G.Jennings,GB,21,-0.052,-0.085,62,366,473,4,0.58,0,2012,36,10.2,1.1,13.2,38
J.Kerley,NYJ,42,-0.081,-0.073,97,832,690,2,0.59,2,2012,57,14.5,0.6,12.1,36
G.Little,CLE,36,-0.076,-0.077,93,639,635,4,0.58,0,2012,54,11.8,0.7,11.8,36
J.Morgan,WAS,39,-0.069,-0.056,74,510,496,2,0.65,1,2012,48,10.6,0.7,10.3,32
D.Jones,BUF,30,-0.072,-0.070,67,443,479,4,0.61,1,2012,41,10.8,0.7,11.7,29
T.Underwood,TB,29,-0.070,-0.058,55,425,374,2,0.51,0,2012,28,15.2,0.9,13.3,24
A.Hawkins,CIN,20,-0.092,-0.093,80,533,520,4,0.64,1,2012,51,10.4,0.4,10.2,21
M.Floyd,ARI,-19,-0.103,-0.157,86,562,546,2,0.52,1,2012,45,12.6,0.3,12.2,15
D.Jackson,PHI,14,-0.106,-0.106,88,700,573,2,0.51,1,2012,45,15.6,0.3,12.8,14
D.Moore,OAK,-4,-0.124,-0.131,114,741,762,7,0.45,1,2012,51,14.4,0.0,14.9,2
M.Jenkins,MIN,5,-0.132,-0.117,72,449,448,2,0.56,0,2012,40,11.1,-0.1,11.1,-3
K.Wright,TEN,-2,-0.144,-0.129,104,627,635,4,0.62,1,2012,64,9.7,-0.2,9.8,-14
H.Douglas,ATL,-3,-0.166,-0.134,59,395,345,1,0.64,1,2012,38,10.5,-0.5,9.1,-18
J.Blackmon,JAC,-21,-0.150,-0.147,132,865,795,5,0.48,1,2012,63,13.7,-0.4,12.5,-24
T.J.Graham,BUF,-43,-0.206,-0.225,58,322,305,1,0.53,0,2012,31,10.5,-1.1,9.9,-35
M.Wallace,PIT,-25,-0.174,-0.153,119,833,705,8,0.54,2,2012,64,13.0,-0.7,11.0,-44
D.McCluster,KC,-38,-0.211,-0.196,76,452,378,1,0.68,1,2012,52,8.7,-0.9,7.3,-46
J.Simpson,MIN,-58,-0.243,-0.264,51,274,270,0,0.51,2,2012,26,10.5,-1.9,10.4,-49
D.Avery,IND,-41,-0.190,-0.169,125,781,694,3,0.48,1,2012,60,13.0,-1.0,11.6,-61
K.Britt,TEN,-71,-0.236,-0.227,90,583,456,4,0.50,2,2012,45,13.0,-1.7,10.1,-77
E.Doucet,ARI,-116,-0.387,-0.423,53,207,168,0,0.53,0,2012,28,7.4,-3.6,6.0,-102
L.Murphy,CAR,-108,-0.372,-0.361,62,339,209,1,0.42,1,2012,26,13.0,-4.4,8.0,-114
L.Fitzgerald,ARI,-186,-0.238,-0.277,156,798,803,4,0.46,0,2012,72,11.1,-1.9,11.2,-137
C.Johnson,DET,577,0.319,0.325,158,1680,1881,16,0.61,1,2011,96,17.4,5.9,19.5,570
J.Nelson,GB,525,0.525,0.535,96,1263,1408,15,0.71,0,2011,68,18.5,7.6,20.7,517
V.Cruz,NYG,451,0.320,0.315,129,1536,1502,9,0.64,1,2011,83,18.6,5.5,18.2,455
W.Welker,NE,464,0.204,0.214,173,1569,1775,9,0.71,0,2011,123,12.8,3.7,14.5,451
M.Wallace,PIT,374,0.314,0.286,113,1193,1326,8,0.64,1,2011,72,16.5,5.5,18.3,399
M.Colston,NO,441,0.339,0.400,107,1143,1257,8,0.75,1,2011,80,14.2,4.9,15.7,390
M.Floyd,SD,342,0.514,0.499,70,856,963,5,0.61,0,2011,43,20.0,8.2,22.6,351
L.Robinson,DAL,332,0.401,0.408,81,858,988,11,0.67,0,2011,54,15.8,6.0,18.2,327
A.J.Green,CIN,273,0.169,0.158,115,1057,1197,7,0.57,0,2011,66,16.1,4.3,18.3,284
L.Fitzgerald,ARI,245,0.097,0.071,154,1411,1422,8,0.52,0,2011,80,17.6,3.5,17.8,278
G.Jennings,GB,306,0.205,0.242,101,949,1082,9,0.66,0,2011,67,14.2,4.1,16.2,275
H.Nicks,NYG,277,0.129,0.131,133,1192,1280,7,0.57,0,2011,76,15.7,3.6,16.9,274
D.Bryant,DAL,255,0.205,0.196,103,931,1030,9,0.61,1,2011,63,14.8,4.2,16.4,262
V.Jackson,SD,247,0.157,0.144,115,1106,1124,9,0.52,0,2011,60,18.5,4.3,18.8,259
S.Smith,CAR,243,0.122,0.125,129,1395,1138,7,0.61,3,2011,79,17.7,3.0,14.5,239
L.Moore,NO,252,0.258,0.287,73,627,842,8,0.71,0,2011,52,12.1,4.5,16.2,234
J.Jones,GB,219,0.411,0.377,55,635,699,7,0.69,1,2011,38,16.7,6.2,18.4,234
B.Marshall,MIA,223,0.074,0.072,143,1227,1251,6,0.57,1,2011,82,15.1,2.8,15.3,226
R.White,ATL,235,0.027,0.039,180,1296,1481,8,0.56,0,2011,101,12.9,2.2,14.7,219
R.Meachem,NO,216,0.308,0.324,60,620,697,6,0.67,0,2011,40,15.4,5.2,17.3,208
A.Brown,PIT,184,0.091,0.069,124,1108,1064,2,0.56,0,2011,69,16.0,2.9,15.3,204
J.Maclin,PHI,176,0.122,0.108,97,859,885,5,0.65,1,2011,63,13.6,3.0,14.0,186
A.Boldin,BAL,169,0.086,0.068,106,887,979,3,0.54,0,2011,57,15.5,3.2,17.1,184
T.Smith,BAL,173,0.113,0.104,96,851,876,7,0.53,1,2011,51,16.7,3.5,17.2,180
D.Baldwin,SEA,183,0.142,0.157,86,788,781,4,0.59,0,2011,51,15.5,3.4,15.4,174
J.Jones,ATL,155,0.099,0.087,95,959,836,8,0.57,1,2011,54,17.7,3.0,15.4,165
N.Washington,TEN,199,0.052,0.092,121,1023,981,7,0.61,0,2011,74,13.9,2.2,13.3,163
M.Crabtree,SF,125,0.049,0.015,114,880,944,4,0.64,0,2011,73,12.1,2.1,12.9,154
P.Harvin,MIN,129,0.030,0.012,121,961,970,6,0.72,1,2011,87,11.0,1.7,11.1,145
B.LaFell,CAR,145,0.223,0.226,56,614,549,3,0.64,0,2011,36,17.1,4.0,15.3,144
R.Wayne,IND,122,0.012,-0.009,131,960,1054,4,0.57,0,2011,75,12.9,1.9,14.1,143
M.Austin,DAL,152,0.113,0.136,73,579,676,7,0.59,0,2011,43,13.4,3.2,15.7,139
J.Gaffney,WAS,174,0.026,0.066,115,948,942,5,0.59,1,2011,68,14.0,2.0,13.9,138
S.Johnson,BUF,138,0.000,0.001,134,1004,1087,7,0.57,0,2011,76,13.1,1.8,14.2,138
D.Bowe,KC,161,-0.005,0.017,141,1159,1112,5,0.57,1,2011,80,14.4,1.7,13.8,136
D.Driver,GB,134,0.171,0.175,56,445,556,6,0.66,0,2011,37,12.0,3.6,15.0,132
B.Hartline,MIA,131,0.117,0.115,66,549,635,1,0.53,0,2011,35,15.7,3.8,18.2,132
J.Cribbs,CLE,117,0.119,0.094,67,518,622,4,0.61,0,2011,41,12.7,3.2,15.2,130
D.Jackson,PHI,145,0.032,0.052,104,961,850,4,0.56,0,2011,58,16.5,2.2,14.6,129
D.Heyward-Bey,OAK,121,0.017,0.008,115,975,917,4,0.56,1,2011,64,15.1,2.0,14.2,129
D.Branch,NE,121,0.053,0.043,90,702,774,5,0.57,0,2011,51,13.7,2.5,15.1,129
D.Nelson,BUF,117,0.033,0.026,98,658,802,5,0.62,0,2011,61,10.8,2.0,13.2,122
D.Briscoe,TB,122,0.166,0.166,51,387,517,6,0.69,0,2011,35,11.0,3.4,14.7,121
A.Johnson,HOU,126,0.172,0.192,51,492,495,2,0.65,0,2011,33,14.8,3.6,14.9,118
J.Knox,CHI,123,0.092,0.106,69,729,602,2,0.54,1,2011,37,19.6,3.1,16.2,116
P.Parker,TB,109,0.082,0.089,65,551,569,3,0.63,0,2011,41,13.5,2.6,13.9,106
D.Henderson,NO,107,0.147,0.153,50,503,465,2,0.64,1,2011,32,15.7,3.3,14.5,105
S.Breaston,KC,118,0.007,0.031,98,785,760,2,0.62,0,2011,61,12.9,1.6,12.5,100
M.Jenkins,MIN,103,0.102,0.117,55,468,485,3,0.69,2,2011,38,12.3,2.5,12.8,96
R.Williams,CHI,119,0.064,0.111,63,507,549,2,0.59,0,2011,37,13.6,2.6,14.8,96
J.Avant,PHI,117,0.021,0.062,81,680,642,1,0.64,2,2011,52,13.1,1.8,12.4,92
K.Walter,HOU,106,0.067,0.098,59,474,518,3,0.66,0,2011,39,12.2,2.3,13.3,91
D.Moore,OAK,64,-0.007,-0.024,76,618,613,5,0.43,0,2011,33,18.9,2.3,18.8,74
T.Young,DET,91,-0.023,0.008,85,607,649,6,0.56,0,2011,48,12.8,1.5,13.6,70
N.Burleson,DET,70,-0.057,-0.045,110,757,788,3,0.66,1,2011,73,10.4,0.8,10.9,60
P.Burress,NYJ,95,-0.055,-0.005,96,612,719,8,0.47,0,2011,45,13.6,1.2,15.9,56
J.Simpson,CIN,27,-0.067,-0.093,105,725,719,4,0.48,0,2011,50,14.4,1.0,14.3,48
S.Rice,SEA,49,-0.031,-0.023,59,485,451,2,0.58,1,2011,34,14.2,1.3,13.2,45
M.Manningham,NYG,50,-0.056,-0.046,77,523,571,4,0.51,0,2011,39,13.3,1.1,14.5,44
J.Jones,HOU,48,-0.045,-0.033,64,515,475,2,0.50,0,2011,32,16.1,1.3,14.8,42
S.Holmes,NYJ,65,-0.080,-0.047,101,654,722,8,0.50,2,2011,51,13.0,0.8,14.3,38
D.Thomas,DEN,40,-0.059,-0.054,70,551,499,4,0.46,0,2011,32,17.1,1.1,15.5,37
H.Douglas,ATL,35,-0.049,-0.050,62,498,424,1,0.63,0,2011,39,12.7,0.9,10.9,35
B.Obomanu,SEA,34,-0.059,-0.056,61,436,434,2,0.61,0,2011,37,11.7,0.9,11.7,32
A.Benn,TB,20,-0.070,-0.074,51,441,348,3,0.59,0,2011,30,14.7,0.7,11.6,22
J.Hill,JAC,1,-0.093,-0.125,55,367,374,4,0.45,0,2011,25,14.8,0.6,15.1,15
E.Doucet,ARI,19,-0.111,-0.101,97,689,630,5,0.56,1,2011,54,12.7,0.2,11.6,12
B.Lloyd,DEN,-20,-0.119,-0.144,147,966,944,5,0.48,1,2011,71,13.7,0.1,13.4,9
B.Gibson,STL,-7,-0.113,-0.140,71,431,457,1,0.51,0,2011,36,11.9,0.2,12.6,7
