player,team,YAR,DVOA,VOA,passes,yards,Eyds,TD,catch_rate,fum,year,catches,yds_per_catch,DYAR_per_catch,Eyds_per_catch,DYAR
D.Henry,TEN,46,0.218,0.218,24,206,187,2,0.75,0,2019,18,11.4,2.6,10.4,46
M.Breida,SF,26,0.195,0.079,22,120,165,1,0.86,0,2019,19,6.3,2.1,8.7,39
K.Johnson,DET,41,0.293,0.314,15,127,145,1,0.67,0,2019,10,12.6,3.9,14.4,39
R.Penny,SEA,28,0.454,0.309,11,83,122,1,0.73,0,2019,8,10.3,4.6,15.2,37
D.Hilliard,CLE,16,0.165,0.066,15,92,107,0,0.80,0,2019,12,7.7,2.0,8.9,24
B.Hill,ATL,13,0.165,0.032,14,69,100,1,0.71,0,2019,10,6.9,2.3,10.1,23
C.J.Prosise,SEA,14,0.166,0.054,12,76,97,0,0.83,0,2019,10,7.6,2.2,9.7,22
A.Mattison,MIN,20,0.212,0.240,12,82,76,0,0.83,0,2019,10,8.2,1.8,7.6,18
T.J.Yeldon,BUF,33,0.088,0.279,15,124,92,0,0.87,0,2019,13,9.5,1.4,7.0,18
P.Barber,TB,7,0.003,-0.078,24,115,120,1,0.67,0,2019,16,7.2,1.1,7.5,17
J.Howard,PHI,9,0.067,-0.023,14,69,92,1,0.71,0,2019,10,6.9,1.7,9.3,17
W.Gallman,NYG,19,0.060,0.126,15,102,82,1,0.73,0,2019,11,9.3,1.3,7.5,14
D.Vitale,GB,12,0.033,0.026,12,97,81,0,0.58,0,2019,7,13.9,1.9,11.6,13
T.Pollard,DAL,23,-0.027,0.072,20,107,104,1,0.75,0,2019,15,7.1,0.8,6.9,12
P.Ricard,BAL,14,0.040,0.072,11,47,75,1,0.73,0,2019,8,5.9,1.5,9.3,12
A.Abdullah,MIN,4,-0.044,-0.107,21,88,111,1,0.71,0,2019,15,5.9,0.8,7.4,12
J.Hill,BAL,12,-0.034,0.001,15,70,78,0,0.53,0,2019,8,8.8,1.1,9.8,9
W.Smallwood,WAS,2,-0.054,-0.117,13,64,61,0,0.69,0,2019,9,7.1,0.7,6.8,6
F.Gore,BUF,14,-0.096,0.014,16,100,71,0,0.81,0,2019,13,7.7,0.3,5.5,4
I.Smith,ATL,7,-0.147,-0.038,14,87,46,0,0.79,0,2019,11,7.9,-0.1,4.2,-1
A.Peterson,WAS,-3,-0.149,-0.162,23,142,90,0,0.74,1,2019,17,8.3,-0.1,5.3,-1
C.Edmonds,ARI,-2,-0.153,-0.154,21,105,86,1,0.57,0,2019,12,8.8,-0.2,7.2,-2
M.Mack,IND,2,-0.185,-0.113,17,82,60,0,0.82,0,2019,14,5.9,-0.3,4.3,-4
T.Homer,SEA,-3,-0.217,-0.180,13,56,40,0,0.85,0,2019,11,5.1,-0.5,3.6,-6
S.Michel,NE,-13,-0.213,-0.250,20,94,66,0,0.60,0,2019,12,7.8,-0.8,5.5,-9
J.Wilkins,IND,-9,-0.315,-0.304,11,43,18,0,0.64,0,2019,7,6.1,-1.3,2.6,-9
D.Thompson,KC,-6,-0.348,-0.246,10,43,16,0,0.90,0,2019,9,4.8,-1.3,1.8,-12
M.Gaskin,MIA,-15,-0.329,-0.344,12,51,24,0,0.58,0,2019,7,7.3,-2.0,3.4,-14
Z.Line,NO,-16,-0.509,-0.506,10,36,-2,0,0.60,0,2019,6,6.0,-2.7,-0.3,-16
T.Montgomery,NYJ,-16,-0.416,-0.304,17,90,13,0,0.76,0,2019,13,7.0,-2.0,1.0,-26
M.Walton,MIA,-40,-0.391,-0.508,21,89,21,0,0.71,1,2019,15,6.0,-1.9,1.4,-28
D.Sproles,PHI,-30,-0.634,-0.636,10,24,-19,0,0.60,0,2019,6,4.0,-5.0,-3.2,-30
J.Jackson,LAC,-30,-0.749,-0.696,11,22,-30,0,0.82,0,2019,9,2.4,-3.7,-3.3,-33
C.Hyde,HOU,-47,-0.503,-0.613,16,42,-4,0,0.63,0,2019,10,4.2,-3.6,-0.4,-36
B.Powell,NYJ,-31,-0.936,-0.659,12,33,-55,0,0.58,0,2019,7,4.7,-6.8,-7.9,-47
K.Ballage,MIA,-65,-0.666,-0.665,24,63,-46,0,0.58,0,2019,14,4.5,-4.7,-3.3,-65
